CustomerID,RecommendedProduct,Rating
200133,Deluxe,0.19002557544757034
200134,Deluxe,0.0
200135,Basic,0.0
200136,Deluxe,1.0
200137,Basic,0.19002557544757034
200138,Basic,0.0
200139,Basic,0.0
200140,Deluxe,1.0
200141,Deluxe,0.0
200142,Basic,0.0
200143,Deluxe,0.19002557544757034
200144,Basic,0.0
200145,Deluxe,0.0
200146,Deluxe,0.19002557544757034
200147,Deluxe,0.0
200148,Deluxe,0.0
200149,Deluxe,0.0
200150,Basic,0.0
200151,Deluxe,0.0
200152,Basic,0.0
200153,Basic,0.0
200154,Deluxe,0.19002557544757034
200155,Basic,0.0
200156,Basic,0.0
200157,Deluxe,0.0
200158,Deluxe,0.0
200159,Deluxe,0.0
200160,Deluxe,0.19002557544757034
200161,Deluxe,0.19002557544757034
200162,Deluxe,0.0
200163,Deluxe,0.0
200164,Deluxe,0.0
200165,Deluxe,0.0
200166,Deluxe,0.0
200167,Deluxe,0.0
200168,Basic,0.0
200169,Deluxe,0.0
200170,Deluxe,0.0
200171,Deluxe,1.0
200172,Deluxe,0.0
200173,Basic,0.0
200174,Basic,0.0
200175,Deluxe,0.0
200176,Deluxe,0.0
200177,Deluxe,1.0
200178,Deluxe,0.0
200179,Deluxe,0.0
200180,Deluxe,0.0
200181,Deluxe,0.0
200182,Deluxe,1.0
200183,Deluxe,0.0
200184,Basic,0.0
200185,Deluxe,0.0
200186,Deluxe,0.0
200187,Deluxe,0.0
200188,Basic,0.0
200189,Deluxe,0.19002557544757034
200190,Deluxe,0.19002557544757034
200191,Deluxe,0.0
200192,Basic,1.0
200193,Deluxe,0.0
200194,Deluxe,0.0
200195,Deluxe,0.0
200196,Basic,0.0
200197,Basic,0.19002557544757034
200198,Basic,0.0
200199,Basic,0.0
200200,Basic,0.19002557544757034
200201,Basic,0.19002557544757034
200202,Deluxe,0.19002557544757034
200203,Basic,0.0
200204,Basic,1.0
200205,Deluxe,1.0
200206,Deluxe,0.19002557544757034
200207,Deluxe,0.0
200208,Basic,0.0
200209,Deluxe,0.0
200210,Deluxe,1.0
200211,Deluxe,0.0
200212,Basic,0.0
200213,Deluxe,0.0
200214,Deluxe,1.0
200215,Deluxe,0.0
200216,Basic,1.0
200217,Deluxe,1.0
200218,Deluxe,0.0
200219,Basic,0.0
200220,Basic,0.0
200221,Deluxe,0.0
200222,Deluxe,0.0
200223,Deluxe,0.19002557544757034
200224,Basic,0.19002557544757034
200225,Deluxe,0.19002557544757034
200226,Deluxe,0.0
200227,Deluxe,0.0
200228,Deluxe,0.0
200229,Deluxe,1.0
200230,Deluxe,0.0
200231,Deluxe,0.0
200232,Deluxe,0.19002557544757034
200233,Deluxe,0.0
200234,Deluxe,1.0
200235,Deluxe,0.19002557544757034
200236,Deluxe,1.0
200237,Deluxe,0.0
200238,Deluxe,0.0
200239,Deluxe,1.0
200240,Deluxe,0.0
200241,Basic,0.19002557544757034
200242,Basic,0.19002557544757034
200243,Basic,0.0
200244,Deluxe,0.0
200245,Deluxe,0.0
200246,Deluxe,0.0
200247,Basic,0.0
200248,Deluxe,0.0
200249,Basic,0.19002557544757034
200250,Deluxe,1.0
200251,Deluxe,0.0
200252,Deluxe,0.0
200253,Basic,0.19002557544757034
200254,Basic,0.0
200255,Basic,0.19002557544757034
200256,Deluxe,0.0
200257,Deluxe,0.0
200258,Deluxe,0.0
200259,Deluxe,1.0
200260,Deluxe,0.19002557544757034
200261,Basic,0.0
200262,Basic,0.19002557544757034
200263,Deluxe,0.0
200264,Deluxe,1.0
200265,Basic,0.0
200266,Basic,0.0
200267,Basic,0.0
200268,Deluxe,0.0
200269,Deluxe,0.0
200270,Deluxe,0.0
200271,Deluxe,1.0
200272,Deluxe,0.0
200273,Basic,0.0
200274,Deluxe,0.0
200275,Deluxe,0.0
200276,Deluxe,0.0
200277,Basic,0.0
200278,Basic,0.0
200279,Deluxe,0.0
200280,Deluxe,0.19002557544757034
200281,Basic,0.0
200282,Basic,0.0
200283,Basic,0.0
200284,Basic,0.0
200285,Deluxe,0.0
200286,Deluxe,1.0
200287,Basic,0.0
200288,Deluxe,1.0
200289,Deluxe,0.0
200290,Deluxe,0.0
200291,Basic,0.0
200292,Deluxe,0.0
200293,Basic,1.0
200294,Deluxe,0.0
200295,Deluxe,0.0
200296,Deluxe,1.0
200297,Deluxe,0.0
200298,Deluxe,0.0
200299,Basic,0.0
200300,Deluxe,0.0
200301,Deluxe,0.19002557544757034
200302,Basic,0.19002557544757034
200303,Basic,0.0
200304,Deluxe,0.0
200305,Basic,0.0
200306,Basic,0.0
200307,Deluxe,0.0
200308,Basic,0.0
200309,Deluxe,0.0
200310,Basic,0.0
200311,Deluxe,0.0
200312,Deluxe,0.0
200313,Deluxe,0.0
200314,Deluxe,0.0
200315,Deluxe,0.0
200316,Deluxe,0.0
200317,Basic,1.0
200318,Deluxe,0.0
200319,Basic,0.0
200320,Basic,0.19002557544757034
200321,Basic,0.0
200322,Basic,0.0
200323,Deluxe,1.0
200324,Basic,0.0
200325,Deluxe,0.0
200326,Deluxe,0.0
200327,Basic,1.0
200328,Basic,0.0
200329,Deluxe,0.0
200330,Basic,0.0
200331,Basic,0.0
200332,Basic,0.0
200333,Deluxe,0.0
200334,Basic,0.0
200335,Basic,0.19002557544757034
200336,Deluxe,1.0
200337,Deluxe,0.19002557544757034
200338,Basic,0.0
200339,Basic,0.0
200340,Basic,0.0
200341,Deluxe,0.0
200342,Deluxe,0.0
200343,Basic,0.0
200344,Deluxe,0.0
200345,Deluxe,0.19002557544757034
200346,Basic,0.0
200347,Basic,0.0
200348,Deluxe,0.0
200349,Basic,0.0
200350,Deluxe,0.0
200351,Deluxe,0.0
200352,Deluxe,0.0
200353,Basic,0.0
200354,Basic,0.0
200355,Basic,0.19002557544757034
200356,Basic,0.0
200357,Deluxe,0.19002557544757034
200358,Basic,0.0
200359,Deluxe,0.0
200360,Basic,0.0
200361,Deluxe,0.0
200362,Deluxe,0.19002557544757034
200363,Deluxe,1.0
200364,Deluxe,0.19002557544757034
200365,Basic,0.0
200366,Basic,1.0
200367,Deluxe,0.0
200368,Basic,1.0
200369,Deluxe,0.0
200370,Deluxe,1.0
200371,Deluxe,0.0
200372,Basic,0.0
200373,Deluxe,0.0
200374,Basic,0.0
200375,Deluxe,0.19002557544757034
200376,Basic,0.0
200377,Deluxe,0.0
200378,Basic,1.0
200379,Deluxe,0.19002557544757034
200380,Basic,0.0
200381,Deluxe,0.0
200382,Deluxe,1.0
200383,Deluxe,0.0
200384,Deluxe,0.19002557544757034
200385,Deluxe,0.19002557544757034
200386,Deluxe,0.0
200387,Basic,0.0
200388,Deluxe,0.19002557544757034
200389,Basic,0.0
200390,Deluxe,0.0
200391,Basic,0.19002557544757034
200392,Deluxe,0.0
200393,Basic,0.0
200394,Basic,0.0
200395,Deluxe,0.19002557544757034
200396,Basic,0.0
200397,Basic,0.0
200398,Basic,0.0
200399,Deluxe,0.0
200400,Deluxe,0.0
200401,Deluxe,0.0
200402,Basic,0.0
200403,Deluxe,0.0
200404,Basic,0.19002557544757034
200405,Deluxe,1.0
200406,Deluxe,0.0
200407,Deluxe,0.0
200408,Deluxe,0.0
200409,Basic,0.0
200410,Basic,0.0
200411,Deluxe,0.0
200412,Basic,0.19002557544757034
200413,Basic,0.0
200414,Deluxe,1.0
200415,Deluxe,1.0
200416,Deluxe,0.0
200417,Deluxe,0.19002557544757034
200418,Deluxe,0.0
200419,Deluxe,0.19002557544757034
200420,Deluxe,0.0
200421,Deluxe,1.0
200422,Deluxe,1.0
200423,Deluxe,0.0
200424,Deluxe,0.0
200425,Deluxe,0.0
200426,Deluxe,0.0
200427,Deluxe,0.0
200428,Basic,0.0
200429,Deluxe,0.0
200430,Deluxe,0.0
200431,Basic,0.0
200432,Deluxe,0.0
200433,Deluxe,0.0
200434,Deluxe,0.0
200435,Deluxe,1.0
200436,Deluxe,1.0
200437,Deluxe,0.0
200438,Deluxe,0.0
200439,Deluxe,1.0
200440,Deluxe,1.0
200441,Deluxe,0.0
200442,Deluxe,0.0
200443,Deluxe,1.0
200444,Basic,0.0
200445,Deluxe,0.0
200446,Basic,0.0
200447,Basic,0.0
200448,Deluxe,0.0
200449,Deluxe,0.0
200450,Basic,0.0
200451,Deluxe,0.0
200452,Basic,0.0
200453,Deluxe,1.0
200454,Basic,0.0
200455,Deluxe,0.19002557544757034
200456,Deluxe,0.0
200457,Deluxe,1.0
200458,Deluxe,0.0
200459,Basic,0.0
200460,Basic,0.0
200461,Basic,0.0
200462,Basic,0.0
200463,Deluxe,1.0
200464,Deluxe,0.0
200465,Deluxe,0.0
200466,Deluxe,0.19002557544757034
200467,Deluxe,0.19002557544757034
200468,Basic,0.0
200469,Basic,1.0
200470,Deluxe,0.19002557544757034
200471,Basic,0.0
200472,Basic,0.0
200473,Deluxe,0.0
200474,Deluxe,0.19002557544757034
200475,Basic,0.0
200476,Deluxe,0.0
200477,Deluxe,0.19002557544757034
200478,Deluxe,0.0
200479,Deluxe,1.0
200480,Deluxe,1.0
200481,Deluxe,0.0
200482,Basic,1.0
200483,Basic,0.0
200484,Basic,0.0
200485,Deluxe,0.0
200486,Basic,0.0
200487,Deluxe,0.0
200488,Basic,0.19002557544757034
200489,Deluxe,0.0
200490,Deluxe,0.0
200491,Basic,0.0
200492,Deluxe,0.19002557544757034
200493,Basic,0.0
200494,Deluxe,0.0
200495,Deluxe,1.0
200496,Deluxe,0.0
200497,Deluxe,0.0
200498,Deluxe,0.0
200499,Basic,0.19002557544757034
200500,Basic,0.0
200501,Deluxe,0.0
200502,Basic,0.19002557544757034
200503,Deluxe,0.0
200504,Basic,0.19002557544757034
200505,Deluxe,0.0
200506,Deluxe,0.0
200507,Basic,0.0
200508,Basic,0.0
200509,Basic,0.0
200510,Deluxe,0.19002557544757034
200511,Basic,0.0
200512,Deluxe,0.19002557544757034
200513,Deluxe,1.0
200514,Deluxe,1.0
200515,Deluxe,0.0
200516,Deluxe,0.19002557544757034
200517,Basic,0.0
200518,Basic,0.0
200519,Deluxe,0.0
200520,Basic,0.0
200521,Basic,0.0
200522,Deluxe,0.0
200523,Deluxe,0.19002557544757034
200524,Deluxe,0.19002557544757034
200525,Basic,0.19002557544757034
200526,Basic,0.0
200527,Basic,0.0
200528,Basic,1.0
200529,Basic,0.0
200530,Deluxe,0.0
200531,Deluxe,0.0
200532,Basic,0.0
200533,Deluxe,0.0
200534,Deluxe,0.0
200535,Deluxe,0.0
200536,Basic,0.19002557544757034
200537,Deluxe,0.19002557544757034
200538,Deluxe,0.0
200539,Deluxe,0.19002557544757034
200540,Deluxe,1.0
200541,Deluxe,0.0
200542,Deluxe,0.0
200543,Deluxe,0.0
200544,Deluxe,0.0
200545,Basic,0.0
200546,Deluxe,0.0
200547,Deluxe,1.0
200548,Basic,0.0
200549,Basic,0.0
200550,Deluxe,0.0
200551,Basic,0.0
200552,Deluxe,0.0
200553,Deluxe,0.0
200554,Basic,0.0
200555,Deluxe,0.0
200556,Basic,0.0
200557,Basic,0.0
200558,Basic,0.0
200559,Deluxe,0.19002557544757034
200560,Basic,0.0
200561,Deluxe,0.0
200562,Deluxe,0.19002557544757034
200563,Basic,0.19002557544757034
200564,Basic,0.0
200565,Deluxe,0.0
200566,Basic,0.19002557544757034
200567,Basic,0.0
200568,Deluxe,1.0
200569,Deluxe,0.19002557544757034
200570,Deluxe,0.0
200571,Deluxe,0.0
200572,Basic,0.0
200573,Basic,1.0
200574,Deluxe,0.19002557544757034
200575,Basic,0.0
200576,Basic,0.0
200577,Deluxe,0.0
200578,Basic,0.0
200579,Deluxe,0.0
200580,Deluxe,0.19002557544757034
200581,Deluxe,0.0
200582,Basic,0.0
200583,Basic,0.0
200584,Deluxe,0.0
200585,Deluxe,1.0
200586,Deluxe,0.0
200587,Basic,0.0
200588,Deluxe,0.0
200589,Deluxe,1.0
200590,Deluxe,0.0
200591,Basic,1.0
200592,Deluxe,0.0
200593,Basic,0.0
200594,Deluxe,0.0
200595,Deluxe,0.19002557544757034
200596,Deluxe,0.0
200597,Basic,0.0
200598,Deluxe,1.0
200599,Deluxe,0.0
200600,Basic,0.19002557544757034
200601,Basic,0.0
200602,Basic,0.0
200603,Deluxe,0.19002557544757034
200604,Basic,0.0
200605,Basic,0.0
200606,Deluxe,0.19002557544757034
200607,Deluxe,1.0
200608,Basic,0.19002557544757034
200609,Deluxe,0.0
200610,Deluxe,0.0
200611,Deluxe,0.0
200612,Basic,0.0
200613,Deluxe,0.0
200614,Deluxe,1.0
200615,Deluxe,0.19002557544757034
200616,Deluxe,0.19002557544757034
200617,Basic,0.0
200618,Deluxe,0.0
200619,Basic,0.0
200620,Deluxe,0.0
200621,Basic,0.0
200622,Basic,0.0
200623,Deluxe,0.19002557544757034
200624,Deluxe,0.0
200625,Deluxe,0.0
200626,Basic,0.0
200627,Deluxe,0.0
200628,Basic,0.0
200629,Deluxe,0.0
200630,Basic,0.0
200631,Deluxe,0.0
200632,Deluxe,0.0
200633,Deluxe,0.0
200634,Basic,0.0
200635,Deluxe,0.19002557544757034
200636,Deluxe,1.0
200637,Deluxe,0.0
200638,Basic,0.19002557544757034
200639,Deluxe,0.0
200640,Deluxe,0.0
200641,Basic,0.0
200642,Deluxe,0.0
200643,Basic,0.0
200644,Deluxe,0.0
200645,Deluxe,0.19002557544757034
200646,Deluxe,0.19002557544757034
200647,Deluxe,0.0
200648,Deluxe,0.0
200649,Deluxe,0.0
200650,Basic,0.0
200651,Basic,0.0
200652,Deluxe,0.0
200653,Deluxe,0.0
200654,Basic,0.0
200655,Deluxe,0.0
200656,Deluxe,1.0
200657,Deluxe,0.0
200658,Deluxe,0.0
200659,Basic,0.19002557544757034
200660,Deluxe,1.0
200661,Basic,0.0
200662,Deluxe,1.0
200663,Deluxe,0.19002557544757034
200664,Basic,0.0
200665,Deluxe,0.0
200666,Basic,0.19002557544757034
200667,Deluxe,0.19002557544757034
200668,Deluxe,0.0
200669,Deluxe,1.0
200670,Deluxe,0.0
200671,Deluxe,0.19002557544757034
200672,Basic,0.0
200673,Deluxe,0.19002557544757034
200674,Deluxe,0.0
200675,Deluxe,0.19002557544757034
200676,Basic,0.0
200677,Deluxe,0.0
200678,Deluxe,0.0
200679,Basic,0.0
200680,Deluxe,0.0
200681,Deluxe,0.0
200682,Deluxe,0.0
200683,Deluxe,1.0
200684,Deluxe,0.0
200685,Basic,0.0
200686,Deluxe,0.0
200687,Deluxe,0.0
200688,Deluxe,1.0
200689,Deluxe,1.0
200690,Basic,0.0
200691,Deluxe,0.0
200692,Basic,0.0
200693,Deluxe,1.0
200694,Basic,0.0
200695,Deluxe,1.0
200696,Basic,0.0
200697,Deluxe,0.0
200698,Basic,0.19002557544757034
200699,Deluxe,0.19002557544757034
200700,Deluxe,1.0
200701,Deluxe,0.0
200702,Deluxe,0.0
200703,Basic,0.0
200704,Deluxe,0.0
200705,Deluxe,0.0
200706,Deluxe,1.0
200707,Basic,0.0
200708,Basic,0.0
200709,Deluxe,0.19002557544757034
200710,Deluxe,0.0
200711,Deluxe,0.19002557544757034
200712,Deluxe,0.0
200713,Deluxe,0.19002557544757034
200714,Deluxe,0.0
200715,Basic,0.0
200716,Deluxe,0.19002557544757034
200717,Deluxe,0.19002557544757034
200718,Basic,0.0
200719,Basic,0.0
200720,Deluxe,1.0
200721,Deluxe,0.0
200722,Deluxe,0.0
200723,Deluxe,0.19002557544757034
200724,Basic,0.0
200725,Deluxe,1.0
200726,Basic,0.0
200727,Deluxe,0.0
200728,Deluxe,0.19002557544757034
200729,Deluxe,0.0
200730,Deluxe,0.0
200731,Deluxe,1.0
200732,Deluxe,0.19002557544757034
200733,Basic,0.0
200734,Deluxe,0.0
200735,Basic,0.0
200736,Deluxe,0.0
200737,Basic,0.0
200738,Deluxe,0.0
200739,Basic,0.0
200740,Deluxe,0.19002557544757034
200741,Deluxe,0.0
200742,Deluxe,0.0
200743,Deluxe,0.0
200744,Basic,1.0
200745,Basic,0.0
200746,Deluxe,0.0
200747,Basic,0.0
200748,Basic,1.0
200749,Deluxe,1.0
200750,Deluxe,0.0
200751,Basic,0.0
200752,Deluxe,1.0
200753,Deluxe,0.19002557544757034
200754,Deluxe,0.0
200755,Deluxe,0.0
200756,Deluxe,0.0
200757,Basic,0.0
200758,Deluxe,0.0
200759,Deluxe,0.0
200760,Deluxe,0.19002557544757034
200761,Basic,1.0
200762,Deluxe,0.19002557544757034
200763,Deluxe,0.0
200764,Deluxe,0.0
200765,Deluxe,0.0
200766,Deluxe,0.19002557544757034
200767,Basic,0.0
200768,Basic,0.0
200769,Deluxe,0.19002557544757034
200770,Deluxe,0.19002557544757034
200771,Deluxe,0.0
200772,Deluxe,0.0
200773,Deluxe,0.0
200774,Deluxe,0.0
200775,Deluxe,0.19002557544757034
200776,Deluxe,1.0
200777,Deluxe,1.0
200778,Basic,0.0
200779,Deluxe,1.0
200780,Deluxe,1.0
200781,Deluxe,0.0
200782,Basic,0.0
200783,Deluxe,0.0
200784,Deluxe,0.19002557544757034
200785,Deluxe,0.0
200786,Deluxe,0.0
200787,Deluxe,0.0
200788,Basic,0.0
200789,Deluxe,1.0
200790,Deluxe,0.0
200791,Deluxe,1.0
200792,Basic,1.0
200793,Deluxe,0.19002557544757034
200794,Basic,0.0
200795,Basic,0.0
200796,Deluxe,1.0
200797,Deluxe,0.19002557544757034
200798,Deluxe,1.0
200799,Deluxe,0.0
200800,Deluxe,1.0
200801,Basic,1.0
200802,Basic,0.0
200803,Deluxe,0.0
200804,Deluxe,0.19002557544757034
200805,Basic,0.0
200806,Deluxe,0.0
200807,Deluxe,0.0
200808,Deluxe,0.0
200809,Deluxe,0.0
200810,Deluxe,0.0
200811,Deluxe,0.0
200812,Deluxe,0.0
200813,Deluxe,1.0
200814,Deluxe,0.19002557544757034
200815,Deluxe,0.19002557544757034
200816,Basic,0.0
200817,Basic,0.0
200818,Deluxe,0.0
200819,Deluxe,0.0
200820,Basic,0.19002557544757034
200821,Deluxe,0.0
200822,Basic,0.0
200823,Deluxe,0.19002557544757034
200824,Basic,0.0
200825,Basic,0.19002557544757034
200826,Deluxe,0.0
200827,Deluxe,0.19002557544757034
200828,Deluxe,1.0
200829,Basic,1.0
200830,Deluxe,0.19002557544757034
200831,Deluxe,1.0
200832,Basic,0.0
200833,Deluxe,0.0
200834,Basic,0.0
200835,Deluxe,0.0
200836,Deluxe,1.0
200837,Deluxe,0.0
200838,Deluxe,1.0
200839,Basic,0.0
200840,Deluxe,0.0
200841,Deluxe,0.0
200842,Deluxe,1.0
200843,Deluxe,0.0
200844,Basic,0.0
200845,Basic,0.0
200846,Deluxe,0.19002557544757034
200847,Basic,0.0
200848,Deluxe,0.0
200849,Basic,1.0
200850,Deluxe,0.0
200851,Deluxe,0.19002557544757034
200852,Deluxe,0.0
200853,Deluxe,0.19002557544757034
200854,Deluxe,0.19002557544757034
200855,Basic,0.0
200856,Deluxe,0.0
200857,Deluxe,1.0
200858,Deluxe,0.0
200859,Deluxe,0.0
200860,Deluxe,0.19002557544757034
200861,Deluxe,0.0
200862,Deluxe,0.0
200863,Deluxe,0.19002557544757034
200864,Deluxe,1.0
200865,Basic,0.0
200866,Basic,0.0
200867,Deluxe,0.0
200868,Deluxe,0.0
200869,Deluxe,0.0
200870,Basic,0.19002557544757034
200871,Deluxe,1.0
200872,Basic,0.19002557544757034
200873,Deluxe,0.0
200874,Basic,0.0
200875,Basic,0.19002557544757034
200876,Deluxe,0.19002557544757034
200877,Basic,0.0
200878,Basic,0.19002557544757034
200879,Basic,0.0
200880,Deluxe,0.0
200881,Basic,0.0
200882,Deluxe,0.0
200883,Deluxe,0.0
200884,Basic,0.0
200885,Basic,0.0
200886,Deluxe,0.0
200887,Deluxe,0.0
200888,Deluxe,0.0
200889,Deluxe,0.0
200890,Deluxe,0.0
200891,Deluxe,0.0
200892,Deluxe,1.0
200893,Deluxe,0.0
200894,Deluxe,0.19002557544757034
200895,Basic,0.19002557544757034
200896,Basic,0.0
200897,Basic,0.0
200898,Deluxe,0.0
200899,Deluxe,0.19002557544757034
200900,Deluxe,0.0
200901,Deluxe,0.19002557544757034
200902,Deluxe,0.0
200903,Basic,0.0
200904,Deluxe,0.0
200905,Deluxe,0.0
200906,Deluxe,0.0
200907,Deluxe,0.0
200908,Deluxe,0.0
200909,Deluxe,0.0
200910,Deluxe,0.0
200911,Deluxe,1.0
200912,Deluxe,0.0
200913,Deluxe,1.0
200914,Deluxe,0.0
200915,Deluxe,1.0
200916,Deluxe,0.0
200917,Basic,0.0
200918,Deluxe,0.19002557544757034
200919,Deluxe,0.19002557544757034
200920,Basic,0.0
200921,Deluxe,0.0
200922,Deluxe,0.19002557544757034
200923,Basic,0.0
200924,Deluxe,0.19002557544757034
200925,Basic,0.0
200926,Deluxe,0.0
200927,Basic,0.0
200928,Deluxe,0.19002557544757034
200929,Deluxe,0.0
200930,Deluxe,0.0
200931,Basic,0.0
200932,Deluxe,1.0
200933,Deluxe,0.0
200934,Deluxe,0.0
200935,Basic,0.19002557544757034
200936,Deluxe,0.19002557544757034
200937,Deluxe,0.0
200938,Deluxe,0.19002557544757034
200939,Basic,1.0
200940,Deluxe,1.0
200941,Basic,0.0
200942,Deluxe,0.0
200943,Deluxe,0.0
200944,Basic,0.0
200945,Deluxe,0.0
200946,Deluxe,1.0
200947,Deluxe,1.0
200948,Deluxe,0.0
200949,Basic,0.0
200950,Deluxe,0.19002557544757034
200951,Basic,0.0
200952,Deluxe,1.0
200953,Deluxe,0.19002557544757034
200954,Deluxe,0.19002557544757034
200955,Deluxe,0.0
200956,Deluxe,0.19002557544757034
200957,Deluxe,0.0
200958,Deluxe,0.0
200959,Basic,0.19002557544757034
200960,Basic,0.0
200961,Basic,0.0
200962,Deluxe,0.0
200963,Basic,0.0
200964,Basic,0.0
200965,Deluxe,0.0
200966,Deluxe,1.0
200967,Deluxe,0.0
200968,Basic,0.0
200969,Deluxe,0.0
200970,Deluxe,0.0
200971,Deluxe,0.19002557544757034
200972,Deluxe,0.0
200973,Basic,0.0
200974,Basic,0.0
200975,Deluxe,0.19002557544757034
200976,Deluxe,0.0
200977,Deluxe,0.0
200978,Basic,0.0
200979,Basic,0.0
200980,Deluxe,0.19002557544757034
200981,Basic,1.0
200982,Deluxe,0.0
200983,Basic,0.0
200984,Basic,0.19002557544757034
200985,Basic,1.0
200986,Basic,0.0
200987,Deluxe,0.0
200988,Basic,0.0
200989,Deluxe,0.0
200990,Basic,0.0
200991,Basic,0.19002557544757034
200992,Deluxe,0.19002557544757034
200993,Basic,0.0
200994,Deluxe,0.0
200995,Basic,0.19002557544757034
200996,Basic,0.0
200997,Deluxe,1.0
200998,Deluxe,0.0
200999,Deluxe,0.0
201000,Deluxe,0.0
201001,Deluxe,0.0
201002,Deluxe,0.0
201003,Deluxe,0.0
201004,Deluxe,0.0
201005,Deluxe,0.0
201006,Basic,1.0
201007,Deluxe,1.0
201008,Deluxe,0.0
201009,Deluxe,0.0
201010,Deluxe,0.0
201011,Basic,0.0
201012,Deluxe,0.19002557544757034
201013,Basic,0.19002557544757034
201014,Deluxe,0.0
201015,Deluxe,0.19002557544757034
201016,Deluxe,0.19002557544757034
201017,Deluxe,0.0
201018,Basic,0.0
201019,Basic,0.0
201020,Deluxe,0.0
201021,Deluxe,0.19002557544757034
201022,Deluxe,0.0
201023,Deluxe,0.0
201024,Deluxe,0.0
201025,Basic,0.0
201026,Basic,0.0
201027,Deluxe,0.0
201028,Deluxe,0.19002557544757034
201029,Basic,0.0
201030,Deluxe,0.0
201031,Deluxe,1.0
201032,Deluxe,1.0
201033,Deluxe,1.0
201034,Deluxe,0.0
201035,Deluxe,0.0
201036,Deluxe,1.0
201037,Deluxe,0.0
201038,Basic,0.0
201039,Deluxe,1.0
201040,Deluxe,0.0
201041,Basic,0.0
201042,Deluxe,0.0
201043,Deluxe,0.0
201044,Basic,0.0
201045,Deluxe,0.19002557544757034
201046,Deluxe,0.19002557544757034
201047,Basic,0.0
201048,Basic,0.0
201049,Basic,0.0
201050,Deluxe,0.0
201051,Basic,0.0
201052,Deluxe,0.0
201053,Basic,0.0
201054,Deluxe,0.0
201055,Deluxe,0.0
201056,Deluxe,1.0
