CustomerID,RecommendedProduct
200757.0,Deluxe
200758.0,Deluxe
200759.0,Basic
200760.0,Deluxe
200763.0,Basic
200764.0,Basic
200765.0,Basic
200766.0,King
200767.0,Basic
200768.0,Basic
200769.0,Basic
200770.0,Deluxe
200771.0,Deluxe
200772.0,Basic
200773.0,Basic
200774.0,Basic
200775.0,Standard
200778.0,Basic
200781.0,Standard
200782.0,Standard
200783.0,Standard
200784.0,Deluxe
200785.0,Deluxe
200786.0,Deluxe
200787.0,Basic
200788.0,Deluxe
200790.0,Deluxe
200793.0,Standard
200794.0,Deluxe
200795.0,Deluxe
200799.0,Super Deluxe
200802.0,Standard
200803.0,Basic
200804.0,King
200805.0,Standard
200806.0,Standard
200807.0,Standard
200808.0,Basic
200809.0,Standard
200810.0,Super Deluxe
200811.0,Deluxe
200812.0,Standard
200814.0,King
200815.0,Basic
200816.0,Basic
200817.0,Deluxe
200818.0,Deluxe
200819.0,Basic
200820.0,Deluxe
200821.0,Super Deluxe
200822.0,Basic
200823.0,Basic
200824.0,Standard
200825.0,Basic
200826.0,Basic
200827.0,Deluxe
200830.0,Basic
200832.0,Basic
200833.0,Basic
200834.0,Basic
200835.0,Super Deluxe
200837.0,Standard
200839.0,Basic
200840.0,Basic
200841.0,Basic
200843.0,Standard
200844.0,Deluxe
200845.0,Deluxe
200846.0,Standard
200847.0,Basic
200848.0,Basic
200850.0,Basic
200851.0,King
200852.0,Deluxe
200853.0,Basic
200854.0,Super Deluxe
200855.0,Standard
200856.0,Basic
200858.0,Basic
200859.0,Basic
200861.0,Super Deluxe
200862.0,Basic
200863.0,Standard
200865.0,Deluxe
200866.0,Deluxe
200867.0,Super Deluxe
200868.0,Deluxe
200869.0,Standard
200870.0,Deluxe
200872.0,Deluxe
200873.0,Deluxe
200874.0,Standard
200875.0,Standard
200876.0,Basic
200877.0,Standard
200878.0,Standard
200879.0,Basic
200880.0,Basic
200881.0,Basic
200882.0,King
200883.0,Deluxe
200884.0,Deluxe
200885.0,Deluxe
200886.0,Basic
200887.0,Standard
200888.0,Deluxe
200889.0,Basic
200890.0,Standard
200891.0,Basic
200893.0,King
200894.0,Basic
200895.0,Deluxe
200896.0,Deluxe
200897.0,Basic
200898.0,King
200899.0,King
200900.0,Basic
200901.0,Basic
200902.0,Basic
200903.0,Standard
200904.0,King
200905.0,Basic
200906.0,Deluxe
200907.0,King
200908.0,Deluxe
200909.0,Basic
200910.0,Basic
200912.0,Basic
200914.0,Basic
200916.0,King
200917.0,Deluxe
200918.0,Deluxe
200919.0,Deluxe
200920.0,Standard
200921.0,Basic
200922.0,Standard
200923.0,Basic
200924.0,Basic
200925.0,Basic
200926.0,Deluxe
200927.0,Deluxe
200929.0,Deluxe
200930.0,Basic
200931.0,Basic
200933.0,Basic
200934.0,Basic
200935.0,Standard
200936.0,Deluxe
200937.0,Basic
200938.0,Basic
200941.0,Basic
200942.0,Deluxe
200943.0,Basic
200944.0,Basic
200945.0,Deluxe
200948.0,Standard
200949.0,Deluxe
200950.0,Standard
200951.0,Basic
200954.0,Super Deluxe
200955.0,King
200956.0,Basic
200957.0,Basic
200958.0,Standard
200959.0,Basic
200960.0,Standard
200961.0,Basic
200962.0,Basic
200963.0,Deluxe
200964.0,Basic
200965.0,Basic
200967.0,Deluxe
200968.0,Deluxe
200969.0,Basic
200970.0,Deluxe
200971.0,Standard
200972.0,Basic
200973.0,Standard
200974.0,Basic
200976.0,Deluxe
200977.0,Basic
200978.0,Deluxe
200979.0,Basic
200982.0,Standard
200983.0,Basic
200984.0,Standard
200986.0,Deluxe
200987.0,Deluxe
200988.0,Basic
200989.0,Basic
200990.0,Basic
200991.0,Basic
200992.0,Standard
200993.0,Standard
200994.0,Deluxe
200995.0,Basic
200996.0,Deluxe
200998.0,Basic
200999.0,Super Deluxe
201000.0,Basic
201001.0,Deluxe
201002.0,Deluxe
201003.0,Deluxe
201004.0,Deluxe
201005.0,Standard
201008.0,Basic
201009.0,King
201010.0,Basic
201011.0,Deluxe
201013.0,Basic
201014.0,Basic
201015.0,Basic
201017.0,Basic
201018.0,Basic
201019.0,Basic
201020.0,Deluxe
201022.0,Basic
201023.0,Standard
201024.0,Super Deluxe
201025.0,Deluxe
201026.0,Deluxe
201027.0,Basic
201028.0,Basic
201029.0,Standard
201030.0,King
201034.0,Deluxe
201035.0,Deluxe
201037.0,Standard
201038.0,Basic
201040.0,Deluxe
201041.0,Deluxe
201042.0,Basic
201043.0,King
201044.0,Standard
201045.0,Deluxe
201046.0,Basic
201047.0,Standard
201048.0,Basic
201049.0,Deluxe
201050.0,Basic
201051.0,Standard
201052.0,Deluxe
201053.0,Basic
201054.0,Basic
201055.0,Standard
201059.0,Deluxe
201061.0,Basic
201062.0,Basic
201063.0,Standard
201064.0,Basic
201065.0,Deluxe
201066.0,Basic
201067.0,Basic
201069.0,Basic
201070.0,Deluxe
201071.0,Deluxe
201072.0,Basic
201073.0,Basic
201074.0,Basic
201075.0,Standard
201076.0,Super Deluxe
201078.0,Deluxe
201079.0,Standard
201080.0,Super Deluxe
201081.0,Deluxe
201082.0,Basic
201084.0,Standard
201086.0,Deluxe
201087.0,Basic
201088.0,Basic
201089.0,Basic
201090.0,Basic
201091.0,Deluxe
201092.0,Basic
201093.0,King
201094.0,Deluxe
201095.0,Basic
201096.0,Super Deluxe
201097.0,Basic
201098.0,Standard
201099.0,Deluxe
201100.0,Basic
201101.0,Basic
201102.0,Basic
201103.0,Standard
201104.0,Basic
201105.0,Deluxe
201107.0,Deluxe
201108.0,Basic
201109.0,Standard
201113.0,Basic
201114.0,Basic
201115.0,Basic
201116.0,Deluxe
201117.0,Standard
201118.0,Basic
201119.0,Deluxe
201120.0,Deluxe
201121.0,Basic
201122.0,Basic
201123.0,Basic
201124.0,Standard
201125.0,Basic
201126.0,King
201127.0,Super Deluxe
201128.0,Deluxe
201129.0,Basic
201130.0,Basic
201131.0,Deluxe
201132.0,Deluxe
201133.0,Basic
201134.0,Deluxe
201135.0,Deluxe
201137.0,Deluxe
201138.0,Standard
201139.0,Basic
201140.0,Standard
201141.0,Deluxe
201142.0,Standard
201143.0,Deluxe
201144.0,Deluxe
201145.0,Deluxe
201146.0,Deluxe
201147.0,Basic
201148.0,Deluxe
201149.0,Standard
201150.0,Standard
201151.0,Deluxe
201152.0,Basic
201154.0,Deluxe
201155.0,Standard
201156.0,Deluxe
201157.0,Standard
201158.0,Standard
201159.0,Standard
201160.0,Standard
201161.0,Deluxe
201163.0,Basic
201164.0,Deluxe
201165.0,Basic
201166.0,Basic
201168.0,Basic
201169.0,Standard
201170.0,Basic
201172.0,Basic
201173.0,Basic
201174.0,Basic
201175.0,Deluxe
201176.0,Deluxe
201177.0,Deluxe
201178.0,Basic
201179.0,Basic
201180.0,Basic
201181.0,Basic
201182.0,Basic
201183.0,Basic
201184.0,Standard
201185.0,Standard
201187.0,Deluxe
201188.0,Deluxe
201189.0,Basic
201190.0,Deluxe
201191.0,Basic
201192.0,Basic
201193.0,Basic
201194.0,King
201195.0,King
201196.0,Deluxe
201197.0,Basic
201198.0,Deluxe
201199.0,Basic
201200.0,Deluxe
201202.0,Standard
201203.0,Basic
201206.0,Basic
201207.0,Deluxe
201208.0,Basic
201209.0,Standard
201210.0,Deluxe
201211.0,King
201212.0,Deluxe
201214.0,Standard
201215.0,Basic
201216.0,Deluxe
201217.0,Standard
201218.0,Deluxe
201219.0,Basic
201220.0,Deluxe
201221.0,Basic
201224.0,Deluxe
201225.0,Deluxe
201226.0,Basic
201227.0,Basic
201228.0,Deluxe
201229.0,Deluxe
201230.0,Deluxe
201231.0,Basic
201232.0,Basic
201233.0,Basic
201234.0,Deluxe
201235.0,Basic
201238.0,Standard
201239.0,Basic
201240.0,Standard
201241.0,Standard
201242.0,Basic
201243.0,Standard
201244.0,Basic
201245.0,Standard
201247.0,Standard
201248.0,Basic
201250.0,Standard
201251.0,Deluxe
201252.0,Standard
201253.0,Deluxe
201254.0,Deluxe
201256.0,Basic
201258.0,Basic
201259.0,Basic
201260.0,Basic
201261.0,Standard
201263.0,Deluxe
201264.0,King
201265.0,Basic
201266.0,Basic
201267.0,Basic
201268.0,Basic
201269.0,Deluxe
201270.0,Basic
201272.0,Deluxe
201274.0,Basic
201275.0,Standard
201276.0,Deluxe
201277.0,King
201278.0,Deluxe
201280.0,Standard
201282.0,Deluxe
201283.0,Basic
201284.0,Standard
201285.0,Basic
201286.0,Basic
201287.0,Deluxe
201288.0,Deluxe
201289.0,Basic
201292.0,Deluxe
201293.0,Deluxe
201294.0,Basic
201295.0,Basic
201296.0,Deluxe
201299.0,Basic
201300.0,Standard
201301.0,Basic
201302.0,Basic
201303.0,Standard
201304.0,Basic
201305.0,Basic
201306.0,Deluxe
201307.0,Basic
201308.0,Basic
201309.0,Deluxe
201310.0,Basic
201311.0,Deluxe
201314.0,Deluxe
201315.0,Deluxe
201316.0,Deluxe
201317.0,Basic
201318.0,Deluxe
201319.0,Deluxe
201320.0,Basic
201321.0,Basic
201322.0,Basic
201323.0,Basic
201324.0,Basic
201325.0,Basic
201327.0,Basic
201328.0,Deluxe
201329.0,Basic
201330.0,Standard
201331.0,Deluxe
201334.0,Basic
201335.0,Deluxe
201336.0,Standard
201337.0,Basic
201340.0,Basic
201341.0,Deluxe
201342.0,Standard
201343.0,Deluxe
201344.0,Deluxe
201345.0,Basic
201346.0,Basic
201347.0,Basic
201348.0,Deluxe
201349.0,Basic
201350.0,Deluxe
201351.0,Deluxe
201352.0,Basic
201355.0,Standard
201356.0,Deluxe
201357.0,Basic
201358.0,Deluxe
201359.0,Deluxe
201360.0,Deluxe
201361.0,Basic
201362.0,Deluxe
201363.0,Deluxe
201364.0,Standard
201366.0,Standard
201367.0,Basic
201368.0,Basic
201370.0,Basic
201371.0,Basic
201372.0,Deluxe
201373.0,Basic
201374.0,Basic
201376.0,Basic
201377.0,King
201378.0,Deluxe
201380.0,Basic
201381.0,Basic
201382.0,Basic
201383.0,Basic
201384.0,King
201385.0,Deluxe
201386.0,Basic
201387.0,Standard
201388.0,Deluxe
201389.0,Standard
201391.0,Deluxe
201392.0,Basic
201393.0,Deluxe
201394.0,Basic
201397.0,Basic
201398.0,Basic
201399.0,Basic
201400.0,Deluxe
201401.0,Deluxe
201402.0,Basic
201403.0,Deluxe
201404.0,Basic
201405.0,Basic
201406.0,Deluxe
201407.0,Basic
201408.0,Basic
201409.0,Deluxe
201410.0,Deluxe
201411.0,Basic
201412.0,Basic
201413.0,Basic
201414.0,Standard
201415.0,Basic
201416.0,Standard
201417.0,Basic
201418.0,Standard
201419.0,Standard
201420.0,Deluxe
201421.0,Standard
201422.0,Basic
201423.0,Standard
201424.0,Deluxe
201425.0,Standard
201426.0,Basic
201427.0,Deluxe
201428.0,Deluxe
201429.0,Standard
201430.0,Standard
201431.0,King
201432.0,Standard
201433.0,Deluxe
201434.0,Basic
201435.0,Deluxe
201436.0,Deluxe
201437.0,King
201439.0,Deluxe
201440.0,Basic
201441.0,Basic
201443.0,Standard
201445.0,Standard
201446.0,Deluxe
201447.0,Deluxe
201448.0,Deluxe
201449.0,Basic
201450.0,Deluxe
201451.0,Standard
201453.0,Basic
201454.0,Standard
201455.0,Basic
201456.0,Deluxe
201457.0,Deluxe
201458.0,Basic
201459.0,Deluxe
201460.0,Deluxe
201462.0,Basic
201463.0,Basic
201464.0,Basic
201465.0,Deluxe
201466.0,Basic
201467.0,Standard
201468.0,Basic
201469.0,Standard
201471.0,Deluxe
201473.0,Standard
201474.0,Basic
201475.0,Basic
201476.0,Basic
201477.0,Basic
201478.0,Standard
201479.0,Basic
201480.0,Basic
201481.0,Deluxe
201482.0,Basic
201483.0,Basic
201485.0,Standard
201486.0,Basic
201487.0,Basic
201488.0,Basic
201489.0,Basic
201490.0,Standard
201492.0,King
201493.0,Basic
201495.0,King
201497.0,Standard
201498.0,Standard
201499.0,King
201500.0,Basic
201501.0,Standard
201502.0,Deluxe
201505.0,Basic
201507.0,Basic
201508.0,Basic
201509.0,Basic
201510.0,Basic
201511.0,Basic
201513.0,Deluxe
201514.0,King
201516.0,Deluxe
201517.0,Basic
201518.0,Basic
201519.0,Basic
201522.0,Deluxe
201523.0,Deluxe
201524.0,Basic
201525.0,Basic
201526.0,Standard
201527.0,Basic
201528.0,Standard
201529.0,Standard
201530.0,Standard
201531.0,Basic
201532.0,Deluxe
201533.0,Basic
201534.0,Standard
201535.0,Standard
201536.0,Deluxe
201537.0,Standard
201538.0,Basic
201540.0,Standard
201541.0,Basic
201542.0,Basic
201543.0,Standard
201544.0,Super Deluxe
201545.0,Super Deluxe
201546.0,Deluxe
201547.0,Basic
201548.0,Basic
201549.0,Basic
201550.0,Basic
201551.0,Basic
201552.0,Deluxe
201553.0,Basic
201554.0,Standard
201555.0,Basic
201556.0,Basic
201557.0,Basic
201558.0,Basic
201560.0,Deluxe
201561.0,Basic
201562.0,Basic
201563.0,Standard
201564.0,Deluxe
201565.0,Basic
201566.0,Deluxe
201567.0,Standard
201568.0,Basic
201569.0,Basic
201571.0,Basic
201573.0,Deluxe
201574.0,Basic
201575.0,King
201576.0,King
201578.0,Basic
201579.0,Basic
201580.0,Deluxe
201582.0,Deluxe
201583.0,Basic
201584.0,Deluxe
201585.0,Deluxe
201586.0,Basic
201587.0,Standard
201588.0,Basic
201589.0,Deluxe
201590.0,Basic
201591.0,Basic
201593.0,Super Deluxe
201595.0,Basic
201598.0,Basic
201599.0,Standard
201600.0,Basic
201601.0,Standard
201603.0,Standard
201604.0,Basic
201605.0,Basic
201607.0,Deluxe
201608.0,Basic
201609.0,Deluxe
201611.0,Basic
201612.0,Basic
201613.0,Basic
201614.0,Basic
201615.0,Basic
201616.0,Basic
201617.0,Basic
201618.0,Basic
201619.0,Basic
201620.0,Deluxe
201621.0,Standard
201622.0,Basic
201623.0,Basic
201624.0,Deluxe
201625.0,Standard
201626.0,Basic
201627.0,Basic
201628.0,Deluxe
201629.0,Deluxe
201630.0,Basic
201631.0,Basic
201632.0,Basic
201633.0,Standard
201634.0,Basic
201635.0,Deluxe
201636.0,Deluxe
201637.0,Standard
201638.0,King
201639.0,Deluxe
201640.0,Basic
201642.0,Basic
201643.0,Deluxe
201644.0,Basic
201645.0,Basic
201646.0,Basic
201648.0,Deluxe
201649.0,Basic
201650.0,Deluxe
201651.0,Basic
201653.0,Basic
201654.0,Deluxe
201655.0,Basic
201656.0,King
201657.0,Standard
201658.0,King
201659.0,Basic
201660.0,King
201661.0,Basic
201663.0,Deluxe
201664.0,Super Deluxe
201665.0,Basic
201666.0,Standard
201667.0,Deluxe
201668.0,Basic
201669.0,Basic
201670.0,Basic
201671.0,Standard
201672.0,Basic
201673.0,Basic
201676.0,Basic
201677.0,Basic
201678.0,Deluxe
201679.0,Deluxe
201681.0,King
201682.0,Basic
201683.0,Standard
201685.0,Standard
201688.0,Deluxe
201689.0,Basic
201690.0,Standard
201691.0,Basic
201692.0,Standard
201693.0,Standard
201694.0,Standard
201695.0,Basic
201696.0,Deluxe
201697.0,King
201698.0,Standard
201700.0,Basic
201701.0,Basic
201702.0,Basic
201703.0,King
201705.0,Super Deluxe
201707.0,King
201708.0,Basic
201710.0,Deluxe
201711.0,Standard
201712.0,Basic
201713.0,Deluxe
201714.0,Deluxe
201715.0,Basic
201716.0,Deluxe
201717.0,Deluxe
201718.0,Standard
201719.0,Deluxe
201721.0,King
201722.0,Standard
201723.0,Deluxe
201724.0,Basic
201725.0,Deluxe
201726.0,Standard
201727.0,King
201728.0,Standard
201730.0,Basic
201731.0,Deluxe
201732.0,Basic
201733.0,Super Deluxe
201735.0,Basic
201736.0,Deluxe
201737.0,Deluxe
201738.0,Deluxe
201739.0,Super Deluxe
201740.0,King
201742.0,Deluxe
201743.0,Standard
201744.0,Basic
