CustomerID,ProdTaken,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
200029.0,0,46.0,3.0,8.0,2.0,3.0,5.0,4.0,0.0,2.0,0.0,1.0,33947.0,1,3,1,King,2,4
200030.0,0,33.0,1.0,8.0,3.0,3.0,3.0,5.0,0.0,3.0,1.0,2.0,17496.0,1,3,2,Basic,2,1
200031.0,0,44.0,1.0,16.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,21465.0,1,2,2,Deluxe,0,2
200032.0,0,30.0,1.0,15.0,2.0,4.0,3.0,2.0,0.0,4.0,1.0,1.0,17206.0,1,3,2,Basic,2,1
200035.0,0,43.0,1.0,8.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,17645.0,1,3,1,Basic,1,1
200037.0,0,35.0,3.0,8.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,17014.0,1,3,1,Basic,0,1
200038.0,0,36.0,1.0,11.0,2.0,4.0,3.581036610448375,1.0,1.0,2.0,1.0,0.0,95000.0,1,2,1,Basic,0,1
200039.0,0,33.0,3.0,6.0,2.0,2.0,5.0,3.0,0.0,3.0,1.0,0.0,20376.0,0,2,1,Deluxe,0,2
200040.0,0,35.0,1.0,10.0,3.0,3.0,3.0,2.0,0.0,4.0,0.0,0.0,16951.0,1,2,2,Basic,1,1
200041.0,0,27.0,1.0,8.0,2.0,3.0,5.0,2.0,0.0,3.0,0.0,1.0,17341.0,1,2,1,Basic,1,1
200043.0,0,27.0,3.0,14.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,23726.0,0,2,2,Standard,3,3
200044.0,0,37.62226512226512,1.0,6.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,23619.85349087003,0,3,1,Deluxe,2,2
200046.0,0,34.0,3.0,15.490834591330602,3.0,3.0,3.0,1.0,0.0,5.0,1.0,1.0,19568.0,0,3,2,Deluxe,2,2
200047.0,0,37.0,1.0,25.0,3.0,3.0,4.0,5.0,0.0,4.0,1.0,1.0,18022.0,1,2,2,Basic,0,1
200048.0,0,46.0,3.0,11.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,20772.0,0,3,2,Deluxe,2,2
200049.0,0,35.0,1.0,14.0,2.0,2.0,3.0,2.0,0.0,5.0,1.0,1.0,17269.0,1,2,2,Basic,0,1
200052.0,0,44.0,3.0,6.0,3.0,3.0,5.0,6.0,1.0,2.0,0.0,0.0,20454.0,1,3,1,Deluxe,1,2
200053.0,0,35.0,1.0,17.0,3.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0,24884.0,0,3,2,Standard,0,3
200054.0,0,37.62226512226512,3.0,29.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,23619.85349087003,1,3,1,Deluxe,0,2
200055.0,0,33.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,0.0,28458.0,0,2,0,Standard,3,3
200056.0,0,35.0,3.0,24.0,3.0,3.0,5.0,2.0,0.0,4.0,1.0,0.0,24069.0,0,2,2,Standard,0,3
200057.0,0,37.62226512226512,1.0,29.0,1.0,3.0,5.0,4.0,1.0,4.0,1.0,0.0,23619.85349087003,1,3,1,Basic,0,1
200058.0,0,31.0,1.0,13.0,2.0,3.0,3.0,4.0,0.0,3.0,1.0,0.0,20915.0,1,2,2,Deluxe,1,2
200059.0,0,37.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0,5.0,1.0,1.0,20993.0,1,2,2,Deluxe,1,2
200060.0,0,32.0,1.0,6.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,0.0,21162.0,1,3,2,Deluxe,0,2
200061.0,0,38.0,1.0,35.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,17406.0,0,2,1,Deluxe,2,2
200062.0,0,50.0,1.0,13.0,2.0,4.0,3.0,6.0,1.0,4.0,1.0,1.0,33740.0,1,3,1,King,1,4
200063.0,0,59.0,3.0,31.0,2.0,3.0,5.0,1.0,0.0,3.0,1.0,0.0,22637.0,1,2,1,Standard,3,3
200064.0,0,36.0,1.0,14.0,2.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,25096.0,1,1,1,Standard,1,3
200065.0,0,55.0,1.0,14.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,1.0,29756.0,1,3,1,Super Deluxe,1,0
200066.0,0,36.0,1.0,17.0,3.0,4.0,4.0,2.0,0.0,4.0,1.0,1.0,21499.0,0,2,2,Deluxe,3,2
200067.0,0,45.0,1.0,13.0,2.0,3.0,5.0,3.0,0.0,3.0,1.0,1.0,24724.0,1,2,2,Standard,1,3
200068.0,0,35.0,1.0,6.0,3.0,3.0,5.0,5.0,0.0,2.0,0.0,1.0,17194.0,0,3,2,Basic,0,1
200070.0,0,59.0,3.0,6.0,2.0,4.0,3.0,1.0,0.0,5.0,1.0,1.0,20473.0,0,2,1,Deluxe,2,2
200071.0,0,29.0,1.0,8.0,3.0,3.0,4.0,1.0,0.0,4.0,0.0,0.0,17703.0,1,2,2,Basic,0,1
200072.0,0,31.0,1.0,6.0,2.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,17501.0,1,3,2,Basic,2,1
200073.0,0,32.0,1.0,6.0,3.0,3.0,4.0,2.0,0.0,3.0,0.0,0.0,21220.0,1,2,2,Deluxe,0,2
200074.0,0,36.0,1.0,12.0,2.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,18038.0,1,2,1,Deluxe,0,2
200075.0,0,31.0,1.0,15.490834591330602,3.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,23619.85349087003,1,2,1,Deluxe,2,2
200076.0,0,35.0,3.0,15.490834591330602,2.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,23619.85349087003,1,3,2,Deluxe,2,2
200077.0,0,45.0,1.0,12.0,2.0,3.0,5.0,5.0,1.0,3.0,0.0,0.0,28245.0,1,2,2,Standard,0,3
200078.0,0,37.0,1.0,13.0,1.0,3.0,3.0,5.0,0.0,2.0,0.0,0.0,28664.0,1,3,2,Standard,2,3
200079.0,0,46.0,2.0,11.0,3.0,3.708445178608301,4.0,1.0,1.0,5.0,0.0,1.0,20021.0,1,3,2,Deluxe,1,2
200080.0,0,30.0,1.0,6.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,20126.0,1,2,2,Deluxe,0,2
200081.0,0,35.0,1.0,6.0,1.0,4.0,3.0,2.0,0.0,4.0,1.0,0.0,17859.0,1,3,2,Basic,2,1
200082.0,0,55.0,3.0,6.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,25239.0,1,2,2,Standard,0,3
200083.0,0,38.0,1.0,12.0,3.0,5.0,3.0,1.0,1.0,2.0,0.0,2.0,20329.0,0,3,1,Deluxe,1,2
200084.0,0,34.0,1.0,15.490834591330602,3.0,3.0,4.0,2.0,0.0,5.0,0.0,0.0,23619.85349087003,1,3,2,Deluxe,0,2
200085.0,0,56.0,1.0,13.0,2.0,5.0,3.0,5.0,0.0,2.0,0.0,0.0,22260.0,1,2,2,Standard,3,3
200086.0,0,23.0,3.0,8.0,3.0,3.0,5.0,4.0,0.0,3.0,1.0,1.0,17322.0,1,1,2,Basic,1,1
200087.0,0,51.0,1.0,15.0,3.0,3.0,3.0,4.0,0.0,3.0,1.0,0.0,17075.0,1,2,2,Basic,0,1
200088.0,0,37.62226512226512,1.0,8.0,2.0,4.0,3.0,2.0,0.0,4.0,1.0,0.0,23619.85349087003,1,2,2,Deluxe,0,2
200090.0,0,40.0,1.0,6.0,3.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,28503.0,0,2,2,Super Deluxe,0,0
200091.0,0,51.0,3.0,27.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,20441.0,1,3,2,Deluxe,2,2
200092.0,0,30.0,3.0,10.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,20209.0,1,3,1,Deluxe,1,2
200093.0,0,46.0,1.0,6.0,2.0,4.0,5.0,3.0,1.0,2.0,1.0,1.0,25673.0,0,3,2,Standard,0,3
200094.0,0,32.0,3.0,12.0,2.0,3.708445178608301,3.0,2.0,0.0,5.0,1.0,0.0,20010.0,1,3,2,Deluxe,2,2
200095.0,0,54.0,1.0,8.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,0.0,28549.0,1,1,1,Standard,0,3
200096.0,0,24.0,3.0,9.0,2.0,3.708445178608301,3.0,1.0,0.0,4.0,1.0,0.0,19999.0,1,2,1,Deluxe,0,2
200097.0,0,37.62226512226512,3.0,10.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,23619.85349087003,0,3,2,Deluxe,0,2
200098.0,0,58.0,3.0,16.0,2.0,3.0,3.0,1.0,0.0,3.0,1.0,1.0,28872.0,1,3,2,Super Deluxe,2,0
200099.0,0,44.0,1.0,29.0,3.0,3.0,4.0,5.0,0.0,3.0,1.0,0.0,17042.0,0,3,2,Deluxe,0,2
200101.0,0,32.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,0.0,2.0,17956.0,1,2,2,Basic,2,1
200103.0,0,34.0,1.0,15.490834591330602,2.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,19809.0,1,2,1,Deluxe,2,2
200104.0,0,37.0,1.0,8.0,3.0,4.0,3.0,6.0,0.0,2.0,0.0,1.0,20163.0,0,2,2,Deluxe,1,2
200105.0,0,59.0,2.0,8.0,2.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,33844.0,0,2,1,King,0,4
200106.0,0,50.0,1.0,6.0,3.0,3.0,4.0,4.0,1.0,2.0,0.0,2.0,33172.0,0,2,1,King,0,4
200108.0,0,25.0,1.0,13.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,2.0,17889.0,1,3,2,Basic,0,1
200109.0,0,22.0,1.0,21.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,17871.0,1,3,1,Basic,2,1
200110.0,0,51.0,1.0,6.0,1.0,4.0,5.0,4.0,0.0,2.0,1.0,0.0,22484.0,0,3,1,Standard,3,3
200112.0,0,54.0,2.0,32.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,32328.0,0,2,1,Super Deluxe,2,0
200113.0,0,24.0,1.0,24.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,0.0,17774.0,1,2,2,Basic,0,1
200114.0,0,34.0,1.0,15.490834591330602,2.0,4.0,4.0,7.0,0.0,3.0,0.0,1.0,19505.0,1,2,1,Deluxe,1,2
200115.0,0,37.0,3.0,9.0,2.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,22428.0,1,2,2,Standard,3,3
200116.0,0,34.0,1.0,11.0,2.0,4.0,5.0,3.0,0.0,2.0,0.0,0.0,26631.0,1,3,0,Standard,3,3
200117.0,0,36.0,3.0,17.0,3.0,3.0,3.0,1.0,0.0,5.0,0.0,0.0,24738.0,0,1,1,Standard,0,3
200118.0,0,36.0,1.0,9.0,2.0,3.0,3.0,6.0,0.0,2.0,1.0,0.0,17835.0,1,2,1,Basic,1,1
200119.0,0,43.0,3.0,32.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,31959.0,0,2,2,Super Deluxe,0,0
200120.0,0,30.0,1.0,29.0,3.0,5.0,3.0,2.0,0.0,3.0,1.0,2.0,17613.0,0,2,2,Basic,1,1
200121.0,0,33.0,3.0,28.0,3.0,3.0,4.0,1.0,0.0,2.0,0.0,1.0,21146.0,0,3,2,Deluxe,0,2
200123.0,0,51.0,1.0,12.0,2.0,3.0,3.0,1.0,0.0,5.0,1.0,0.0,34537.0,1,2,2,King,2,4
200125.0,0,26.0,1.0,12.0,2.0,4.0,4.0,2.0,0.0,3.0,1.0,0.0,17368.0,1,2,1,Basic,0,1
200128.0,0,22.0,1.0,8.0,3.0,3.0,3.0,1.0,0.0,5.0,1.0,2.0,17523.0,1,1,2,Basic,0,1
200129.0,0,49.0,1.0,26.0,3.0,3.0,5.0,2.0,0.0,2.0,1.0,2.0,21567.0,1,3,1,Deluxe,0,2
200130.0,0,43.0,1.0,15.490834591330602,3.0,2.0,3.0,5.0,0.0,3.0,0.0,2.0,19739.0,0,3,1,Basic,2,1
200131.0,0,50.0,3.0,18.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,24208.0,0,3,0,Standard,3,3
200133.0,0,41.0,3.0,15.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,1.0,23189.0,1,2,2,Standard,1,3
200134.0,0,26.0,2.0,31.0,3.0,3.0,3.0,2.0,0.0,4.0,1.0,0.0,17942.0,1,2,1,Basic,0,1
200135.0,0,36.0,1.0,12.0,2.0,3.708445178608301,4.0,7.0,0.0,4.0,1.0,1.0,19941.0,1,3,2,Deluxe,1,2
200137.0,0,39.0,3.0,10.0,2.0,4.0,3.0,5.0,0.0,5.0,1.0,0.0,20902.0,1,2,1,Deluxe,0,2
200138.0,0,25.0,3.0,34.0,2.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,23639.0,1,2,2,Deluxe,0,2
200139.0,0,30.0,2.0,15.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,21347.0,1,2,2,Deluxe,0,2
200141.0,0,37.62226512226512,1.0,35.0,2.0,3.0,3.0,6.0,0.0,2.0,1.0,0.0,18452.0,1,3,2,Basic,2,1
200142.0,0,38.0,1.0,9.0,2.0,3.0,3.0,4.0,1.0,5.0,0.0,0.0,1000.0,1,1,1,Deluxe,2,2
200143.0,0,30.0,1.0,24.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,17632.0,1,2,1,Basic,2,1
200144.0,0,32.0,3.0,15.490834591330602,2.0,5.0,3.0,1.0,0.0,2.0,0.0,1.0,19668.0,0,3,2,Deluxe,1,2
200145.0,0,30.0,1.0,11.0,2.0,3.0,5.0,6.0,0.0,5.0,1.0,1.0,18204.0,1,1,1,Basic,1,1
200146.0,0,30.0,1.0,8.0,2.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,17720.0,1,3,2,Basic,2,1
200147.0,0,41.0,1.0,16.0,3.0,4.0,5.0,5.0,0.0,2.0,1.0,0.0,32181.0,0,2,2,Super Deluxe,1,0
200148.0,0,41.0,1.0,15.0,3.0,3.0,5.0,3.0,0.0,2.0,0.0,2.0,17238.0,1,2,2,Basic,0,1
200149.0,0,19.0,1.0,9.0,3.0,3.0,4.0,2.0,0.0,3.0,1.0,2.0,16483.0,1,3,1,Basic,2,1
200150.0,0,40.0,1.0,32.0,2.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,20605.0,0,3,1,Deluxe,1,2
200151.0,0,35.0,3.0,6.0,3.0,3.0,4.0,2.0,0.0,4.0,1.0,2.0,22295.0,1,3,2,Standard,0,3
200152.0,0,53.0,3.0,12.0,2.0,3.0,3.0,3.0,1.0,5.0,0.0,0.0,17306.0,1,3,2,Deluxe,0,2
200153.0,0,45.0,1.0,15.0,2.0,3.0,4.0,1.0,0.0,4.0,1.0,0.0,17348.0,1,2,2,Deluxe,1,2
200154.0,0,32.0,3.0,14.0,2.0,3.0,3.0,2.0,0.0,4.0,1.0,1.0,23998.0,0,3,0,Standard,3,3
200155.0,0,29.0,1.0,15.490834591330602,2.0,3.0,3.0,2.0,0.0,3.0,0.0,1.0,23619.85349087003,0,1,2,Deluxe,0,2
200156.0,0,51.0,1.0,13.0,2.0,4.0,3.0,3.0,0.0,3.0,1.0,1.0,21132.0,1,3,2,Deluxe,0,2
200157.0,0,58.0,1.0,15.0,3.0,4.0,4.0,5.0,1.0,2.0,1.0,0.0,18346.0,1,3,1,Basic,0,1
200158.0,0,40.0,3.0,10.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,0.0,25855.0,1,3,2,Standard,0,3
200159.0,0,34.0,3.0,8.0,3.0,3.0,3.0,7.0,0.0,5.0,1.0,2.0,17231.0,0,3,1,Basic,0,1
200160.0,0,22.0,1.0,25.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,17323.0,1,3,2,Basic,0,1
200161.0,0,27.0,1.0,15.0,2.0,3.0,4.0,7.0,0.0,3.0,0.0,0.0,17024.0,0,3,2,Basic,1,1
200162.0,0,28.0,1.0,27.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,17713.0,1,3,2,Basic,0,1
200163.0,0,57.0,1.0,30.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,24439.0,1,2,2,Standard,1,3
200164.0,0,27.0,1.0,9.0,3.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,17566.0,0,3,2,Basic,1,1
200165.0,0,50.0,1.0,17.0,2.0,3.0,4.0,4.0,0.0,5.0,1.0,1.1872666943177106,34926.0,1,2,1,King,2,4
200166.0,0,41.0,1.0,20.0,2.0,3.0,3.0,5.0,0.0,4.0,1.0,1.0,17451.0,1,2,2,Basic,1,1
200167.0,0,30.0,3.0,11.0,2.0,3.0,3.0,3.0,0.0,4.0,1.0,1.0,24419.0,1,2,1,Standard,0,3
200168.0,0,38.0,3.0,6.0,2.0,4.0,3.0,5.0,0.0,2.0,1.0,1.0,23686.0,1,2,0,Deluxe,3,2
200169.0,0,32.0,1.0,12.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,18038.0,1,2,2,Basic,2,1
200170.0,0,27.0,1.0,23.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,0.0,18058.0,1,1,2,Basic,0,1
200172.0,0,36.0,1.0,9.0,1.0,3.0,4.0,5.0,0.0,4.0,1.0,0.0,17088.0,0,3,2,Basic,2,1
200173.0,0,30.0,1.0,15.0,3.0,3.0,5.0,2.0,0.0,2.0,0.0,1.0,18072.0,0,3,2,Deluxe,1,2
200174.0,0,45.0,3.0,10.0,1.0,3.708445178608301,5.0,5.0,1.0,4.0,0.0,0.0,20006.0,1,2,1,Deluxe,1,2
200175.0,0,56.0,1.0,15.490834591330602,3.0,3.0,5.0,5.0,1.0,4.0,1.0,1.0,23619.85349087003,1,2,1,Basic,1,1
200176.0,0,33.0,1.0,8.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,17500.0,1,2,2,Basic,2,1
200178.0,0,46.0,3.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,1.0,1.0,25453.0,1,3,1,Standard,1,3
200179.0,0,38.0,1.0,15.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,17288.0,1,2,1,Basic,2,1
200180.0,0,37.62226512226512,1.0,18.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,23619.85349087003,1,3,1,Basic,0,1
200181.0,0,34.0,1.0,33.0,3.0,3.0,4.0,3.0,0.0,3.0,1.0,0.0,17311.0,1,3,1,Basic,2,1
200183.0,0,37.62226512226512,1.0,6.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,18690.0,1,3,2,Basic,0,1
200184.0,0,53.0,1.0,15.490834591330602,2.0,2.0,5.0,2.0,0.0,2.0,1.0,1.0,23619.85349087003,1,3,1,Deluxe,1,2
200185.0,0,33.0,1.0,20.0,3.0,3.0,4.0,2.0,0.0,5.0,0.0,0.0,17756.0,1,3,1,Basic,0,1
200186.0,0,40.0,1.0,10.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,1.0,34033.0,1,3,1,King,0,4
200187.0,0,55.0,1.0,20.0,3.0,2.0,4.0,1.0,0.0,2.0,0.0,2.0,33722.0,1,3,2,King,2,4
200188.0,0,34.0,1.0,8.0,2.0,4.0,3.0,2.0,0.0,4.0,0.0,0.0,24547.0,0,2,2,Deluxe,0,2
200189.0,0,51.0,1.0,9.0,3.0,3.0,4.0,4.0,0.0,5.0,0.0,1.0,28734.0,1,3,1,Super Deluxe,2,0
200190.0,0,52.0,1.0,6.0,3.0,4.0,3.0,1.0,0.0,2.0,1.0,1.1872666943177106,34999.0,1,2,2,King,0,4
200191.0,0,27.0,1.0,15.0,2.0,3.0,4.0,2.0,0.0,3.0,1.0,0.0,17279.0,1,3,1,Basic,2,1
200193.0,0,43.0,1.0,13.0,2.0,2.0,3.0,5.0,0.0,4.0,0.0,1.0,17089.0,0,3,2,Basic,1,1
200194.0,0,45.0,1.0,8.0,3.0,4.0,3.0,1.0,0.0,4.0,1.0,0.0,31792.0,0,3,2,Super Deluxe,0,0
200195.0,0,37.62226512226512,1.0,27.0,3.0,2.0,5.0,2.0,1.0,3.0,0.0,2.0,18564.0,1,2,2,Basic,0,1
200196.0,0,35.0,1.0,15.490834591330602,2.0,3.0,4.0,6.0,0.0,2.0,1.0,0.0,23619.85349087003,0,3,1,Deluxe,2,2
200197.0,0,42.0,1.0,27.0,2.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,20265.0,0,3,1,Deluxe,1,2
200198.0,0,38.0,1.0,8.0,2.0,3.0,3.0,1.0,0.0,2.0,0.0,1.0,21553.0,1,2,2,Deluxe,0,2
200199.0,0,38.0,1.0,35.0,2.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,21261.0,1,1,2,Deluxe,0,2
200200.0,0,27.0,1.0,15.490834591330602,2.0,4.0,5.0,6.0,0.0,3.0,0.0,1.0,23619.85349087003,0,1,2,Deluxe,0,2
200201.0,0,49.0,1.0,24.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,21804.0,0,2,2,Deluxe,1,2
200202.0,0,37.62226512226512,1.0,16.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,23619.85349087003,0,3,2,Basic,1,1
200203.0,0,40.0,1.0,25.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,17741.0,1,3,2,Deluxe,0,2
200206.0,0,22.0,1.0,11.0,2.0,2.0,4.0,2.0,1.0,4.0,0.0,0.0,17328.0,1,2,2,Basic,1,1
200207.0,0,36.0,1.0,24.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,17153.0,0,3,1,Basic,2,1
200208.0,0,40.0,1.0,15.490834591330602,3.0,4.0,3.0,1.0,0.0,5.0,1.0,0.0,19876.0,0,2,2,Deluxe,0,2
200209.0,0,46.0,1.0,6.0,3.0,3.0,5.0,1.0,0.0,2.0,0.0,0.0,24396.0,1,3,2,Standard,1,3
200211.0,0,30.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0,5.0,1.0,1.0,23474.0,0,2,2,Standard,3,3
200212.0,0,27.0,3.0,26.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,24981.0,0,2,0,Deluxe,3,2
200213.0,0,51.0,1.0,14.0,2.0,4.0,4.0,6.0,0.0,3.0,1.0,1.0,27490.0,1,2,2,Standard,0,3
200215.0,0,41.0,3.0,12.0,3.0,3.0,3.0,4.0,1.0,2.0,0.0,1.0,28591.0,1,2,0,Standard,2,3
200218.0,0,45.0,3.0,12.0,2.0,4.0,3.0,7.0,0.0,4.0,1.0,0.0,23865.0,0,3,0,Standard,3,3
200219.0,0,54.0,3.0,9.0,2.0,3.0,5.0,3.0,0.0,4.0,1.0,1.0,20940.0,1,3,1,Deluxe,0,2
200220.0,0,36.0,1.0,11.0,3.0,3.0,4.0,1.0,0.0,2.0,0.0,2.0,20914.0,1,2,2,Deluxe,2,2
200221.0,0,33.0,1.0,10.0,2.0,4.0,4.0,7.0,0.0,4.0,0.0,0.0,17622.0,1,3,1,Basic,0,1
200222.0,0,37.0,1.0,17.0,2.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,27185.0,0,2,2,Standard,1,3
200223.0,0,38.0,3.0,9.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,25609.0,1,2,2,Standard,1,3
200224.0,0,31.0,1.0,15.490834591330602,2.0,5.0,3.0,1.0,0.0,3.0,1.0,0.0,23619.85349087003,1,3,2,Deluxe,0,2
200225.0,0,59.0,1.0,9.0,3.0,4.0,3.0,4.0,0.0,3.0,0.0,1.0,17177.0,1,2,2,Basic,0,1
